OID,Numeric OID,YANG Xpath,YANG Module
N/A,N/A,/l2vpn-oper-data/l2vpn-services/l2vpn-xconnect[key=value]/standby[key=value]/segment1/attachment-circuit/encap,Cisco-IOS-XE-l2vpn-oper
N/A,N/A,/l2vpn-oper-data/l2vpn-services/l2vpn-xconnect[key=value]/standby[key=value]/segment1/attachment-circuit/state,Cisco-IOS-XE-l2vpn-oper
N/A,N/A,/l2vpn-oper-data/l2vpn-services/l2vpn-xconnect[key=value]/standby[key=value]/segment1/attachment-circuit/state-in-l2vpn-service,Cisco-IOS-XE-l2vpn-oper
N/A,N/A,/l2vpn-oper-data/l2vpn-services/l2vpn-xconnect[key=value]/standby[key=value]/segment1/attachment-circuit/priority,Cisco-IOS-XE-l2vpn-oper
N/A,N/A,/l2vpn-oper-data/l2vpn-services/l2vpn-xconnect[key=value]/standby[key=value]/segment1/pseudowire/if-name,Cisco-IOS-XE-l2vpn-oper
N/A,N/A,/l2vpn-oper-data/l2vpn-services/l2vpn-xconnect[key=value]/standby[key=value]/segment1/pseudowire/group-name,Cisco-IOS-XE-l2vpn-oper
N/A,N/A,/l2vpn-oper-data/l2vpn-services/l2vpn-xconnect[key=value]/standby[key=value]/segment1/pseudowire/encap,Cisco-IOS-XE-l2vpn-oper
N/A,N/A,/l2vpn-oper-data/l2vpn-services/l2vpn-xconnect[key=value]/standby[key=value]/segment1/pseudowire/peer-address,Cisco-IOS-XE-l2vpn-oper
N/A,N/A,/l2vpn-oper-data/l2vpn-services/l2vpn-xconnect[key=value]/standby[key=value]/segment1/pseudowire/vcid,Cisco-IOS-XE-l2vpn-oper
N/A,N/A,/l2vpn-oper-data/l2vpn-services/l2vpn-xconnect[key=value]/standby[key=value]/segment1/pseudowire/state,Cisco-IOS-XE-l2vpn-oper
N/A,N/A,/l2vpn-oper-data/l2vpn-services/l2vpn-xconnect[key=value]/standby[key=value]/segment1/pseudowire/state-in-l2vpn-service,Cisco-IOS-XE-l2vpn-oper
N/A,N/A,/l2vpn-oper-data/l2vpn-services/l2vpn-xconnect[key=value]/standby[key=value]/segment1/pseudowire/priority,Cisco-IOS-XE-l2vpn-oper
N/A,N/A,/l2vpn-oper-data/l2vpn-services/l2vpn-xconnect[key=value]/standby[key=value]/segment1/vfi/if-name,Cisco-IOS-XE-l2vpn-oper
N/A,N/A,/l2vpn-oper-data/l2vpn-services/l2vpn-xconnect[key=value]/standby[key=value]/segment1/vfi/group-name,Cisco-IOS-XE-l2vpn-oper
N/A,N/A,/l2vpn-oper-data/l2vpn-services/l2vpn-xconnect[key=value]/standby[key=value]/segment1/vfi/encap,Cisco-IOS-XE-l2vpn-oper
N/A,N/A,/l2vpn-oper-data/l2vpn-services/l2vpn-xconnect[key=value]/standby[key=value]/segment1/vfi/state,Cisco-IOS-XE-l2vpn-oper
N/A,N/A,/l2vpn-oper-data/l2vpn-services/l2vpn-xconnect[key=value]/standby[key=value]/segment1/vfi/state-in-l2vpn-service,Cisco-IOS-XE-l2vpn-oper
N/A,N/A,/l2vpn-oper-data/l2vpn-services/l2vpn-xconnect[key=value]/standby[key=value]/segment1/vfi/priority,Cisco-IOS-XE-l2vpn-oper
N/A,N/A,/l2vpn-oper-data/l2vpn-services/l2vpn-xconnect[key=value]/standby[key=value]/segment1/bridge-domain/if-name,Cisco-IOS-XE-l2vpn-oper
N/A,N/A,/l2vpn-oper-data/l2vpn-services/l2vpn-xconnect[key=value]/standby[key=value]/segment1/bridge-domain/group-name,Cisco-IOS-XE-l2vpn-oper
N/A,N/A,/l2vpn-oper-data/l2vpn-services/l2vpn-xconnect[key=value]/standby[key=value]/segment1/bridge-domain/encap,Cisco-IOS-XE-l2vpn-oper
N/A,N/A,/l2vpn-oper-data/l2vpn-services/l2vpn-xconnect[key=value]/standby[key=value]/segment1/bridge-domain/state,Cisco-IOS-XE-l2vpn-oper
N/A,N/A,/l2vpn-oper-data/l2vpn-services/l2vpn-xconnect[key=value]/standby[key=value]/segment1/bridge-domain/state-in-l2vpn-service,Cisco-IOS-XE-l2vpn-oper
N/A,N/A,/l2vpn-oper-data/l2vpn-services/l2vpn-xconnect[key=value]/standby[key=value]/segment1/bridge-domain/priority,Cisco-IOS-XE-l2vpn-oper
N/A,N/A,/l2vpn-oper-data/l2vpn-services/l2vpn-xconnect[key=value]/standby[key=value]/segment2/attachment-circuit/if-name,Cisco-IOS-XE-l2vpn-oper
N/A,N/A,/l2vpn-oper-data/l2vpn-services/l2vpn-xconnect[key=value]/standby[key=value]/segment2/attachment-circuit/group-name,Cisco-IOS-XE-l2vpn-oper
N/A,N/A,/l2vpn-oper-data/l2vpn-services/l2vpn-xconnect[key=value]/standby[key=value]/segment2/attachment-circuit/encap,Cisco-IOS-XE-l2vpn-oper
N/A,N/A,/l2vpn-oper-data/l2vpn-services/l2vpn-xconnect[key=value]/standby[key=value]/segment2/attachment-circuit/state,Cisco-IOS-XE-l2vpn-oper
N/A,N/A,/l2vpn-oper-data/l2vpn-services/l2vpn-xconnect[key=value]/standby[key=value]/segment2/attachment-circuit/state-in-l2vpn-service,Cisco-IOS-XE-l2vpn-oper
N/A,N/A,/l2vpn-oper-data/l2vpn-services/l2vpn-xconnect[key=value]/standby[key=value]/segment2/attachment-circuit/priority,Cisco-IOS-XE-l2vpn-oper
N/A,N/A,/l2vpn-oper-data/l2vpn-services/l2vpn-xconnect[key=value]/standby[key=value]/segment2/pseudowire/if-name,Cisco-IOS-XE-l2vpn-oper
N/A,N/A,/l2vpn-oper-data/l2vpn-services/l2vpn-xconnect[key=value]/standby[key=value]/segment2/pseudowire/group-name,Cisco-IOS-XE-l2vpn-oper
N/A,N/A,/l2vpn-oper-data/l2vpn-services/l2vpn-xconnect[key=value]/standby[key=value]/segment2/pseudowire/encap,Cisco-IOS-XE-l2vpn-oper
N/A,N/A,/l2vpn-oper-data/l2vpn-services/l2vpn-xconnect[key=value]/standby[key=value]/segment2/pseudowire/peer-address,Cisco-IOS-XE-l2vpn-oper
N/A,N/A,/l2vpn-oper-data/l2vpn-services/l2vpn-xconnect[key=value]/standby[key=value]/segment2/pseudowire/vcid,Cisco-IOS-XE-l2vpn-oper
N/A,N/A,/l2vpn-oper-data/l2vpn-services/l2vpn-xconnect[key=value]/standby[key=value]/segment2/pseudowire/state,Cisco-IOS-XE-l2vpn-oper
N/A,N/A,/l2vpn-oper-data/l2vpn-services/l2vpn-xconnect[key=value]/standby[key=value]/segment2/pseudowire/state-in-l2vpn-service,Cisco-IOS-XE-l2vpn-oper
N/A,N/A,/l2vpn-oper-data/l2vpn-services/l2vpn-xconnect[key=value]/standby[key=value]/segment2/pseudowire/priority,Cisco-IOS-XE-l2vpn-oper
N/A,N/A,/l2vpn-oper-data/l2vpn-services/l2vpn-xconnect[key=value]/standby[key=value]/segment2/vfi/if-name,Cisco-IOS-XE-l2vpn-oper
N/A,N/A,/l2vpn-oper-data/l2vpn-services/l2vpn-xconnect[key=value]/standby[key=value]/segment2/vfi/group-name,Cisco-IOS-XE-l2vpn-oper
N/A,N/A,/l2vpn-oper-data/l2vpn-services/l2vpn-xconnect[key=value]/standby[key=value]/segment2/vfi/encap,Cisco-IOS-XE-l2vpn-oper
N/A,N/A,/l2vpn-oper-data/l2vpn-services/l2vpn-xconnect[key=value]/standby[key=value]/segment2/vfi/state,Cisco-IOS-XE-l2vpn-oper
N/A,N/A,/l2vpn-oper-data/l2vpn-services/l2vpn-xconnect[key=value]/standby[key=value]/segment2/vfi/state-in-l2vpn-service,Cisco-IOS-XE-l2vpn-oper
N/A,N/A,/l2vpn-oper-data/l2vpn-services/l2vpn-xconnect[key=value]/standby[key=value]/segment2/vfi/priority,Cisco-IOS-XE-l2vpn-oper
N/A,N/A,/l2vpn-oper-data/l2vpn-services/l2vpn-xconnect[key=value]/standby[key=value]/segment2/bridge-domain/if-name,Cisco-IOS-XE-l2vpn-oper
N/A,N/A,/l2vpn-oper-data/l2vpn-services/l2vpn-xconnect[key=value]/standby[key=value]/segment2/bridge-domain/group-name,Cisco-IOS-XE-l2vpn-oper
N/A,N/A,/l2vpn-oper-data/l2vpn-services/l2vpn-xconnect[key=value]/standby[key=value]/segment2/bridge-domain/encap,Cisco-IOS-XE-l2vpn-oper
N/A,N/A,/l2vpn-oper-data/l2vpn-services/l2vpn-xconnect[key=value]/standby[key=value]/segment2/bridge-domain/state,Cisco-IOS-XE-l2vpn-oper
N/A,N/A,/l2vpn-oper-data/l2vpn-services/l2vpn-xconnect[key=value]/standby[key=value]/segment2/bridge-domain/state-in-l2vpn-service,Cisco-IOS-XE-l2vpn-oper
N/A,N/A,/l2vpn-oper-data/l2vpn-services/l2vpn-xconnect[key=value]/standby[key=value]/segment2/bridge-domain/priority,Cisco-IOS-XE-l2vpn-oper
N/A,N/A,/l2vpn-oper-data/l2vpn-atom-vc-info[key=value]/if-name,Cisco-IOS-XE-l2vpn-oper
N/A,N/A,/l2vpn-oper-data/l2vpn-atom-vc-info[key=value]/service-type,Cisco-IOS-XE-l2vpn-oper
N/A,N/A,/l2vpn-oper-data/l2vpn-atom-vc-info[key=value]/service-name,Cisco-IOS-XE-l2vpn-oper
N/A,N/A,/l2vpn-oper-data/l2vpn-atom-vc-info[key=value]/vc-status,Cisco-IOS-XE-l2vpn-oper
N/A,N/A,/l2vpn-oper-data/l2vpn-atom-vc-info[key=value]/last-status-change,Cisco-IOS-XE-l2vpn-oper
N/A,N/A,/l2vpn-oper-data/l2vpn-atom-vc-info[key=value]/last-fsm-change,Cisco-IOS-XE-l2vpn-oper
N/A,N/A,/l2vpn-oper-data/l2vpn-atom-vc-info[key=value]/last-error,Cisco-IOS-XE-l2vpn-oper
N/A,N/A,/l2vpn-oper-data/l2vpn-atom-vc-info[key=value]/output-if,Cisco-IOS-XE-l2vpn-oper
N/A,N/A,/l2vpn-oper-data/l2vpn-atom-vc-info[key=value]/label-stack,Cisco-IOS-XE-l2vpn-oper
N/A,N/A,/l2vpn-oper-data/l2vpn-atom-vc-info[key=value]/preferred-path/not-conf,Cisco-IOS-XE-l2vpn-oper
N/A,N/A,/l2vpn-oper-data/l2vpn-atom-vc-info[key=value]/preferred-path/no-route,Cisco-IOS-XE-l2vpn-oper
N/A,N/A,/l2vpn-oper-data/l2vpn-atom-vc-info[key=value]/preferred-path/out-if,Cisco-IOS-XE-l2vpn-oper
N/A,N/A,/l2vpn-oper-data/l2vpn-atom-vc-info[key=value]/preferred-path/nh-addr,Cisco-IOS-XE-l2vpn-oper
N/A,N/A,/l2vpn-oper-data/l2vpn-atom-vc-info[key=value]/default-path,Cisco-IOS-XE-l2vpn-oper
N/A,N/A,/l2vpn-oper-data/l2vpn-atom-vc-info[key=value]/next-hop/no-nh,Cisco-IOS-XE-l2vpn-oper
N/A,N/A,/l2vpn-oper-data/l2vpn-atom-vc-info[key=value]/next-hop/p2p,Cisco-IOS-XE-l2vpn-oper
N/A,N/A,/l2vpn-oper-data/l2vpn-atom-vc-info[key=value]/next-hop/nh-ipv4-addr,Cisco-IOS-XE-l2vpn-oper
N/A,N/A,/l2vpn-oper-data/l2vpn-atom-vc-info[key=value]/next-hop/nh-ipv6-addr,Cisco-IOS-XE-l2vpn-oper
N/A,N/A,/l2vpn-oper-data/l2vpn-atom-vc-info[key=value]/lb-mode,Cisco-IOS-XE-l2vpn-oper
N/A,N/A,/l2vpn-oper-data/l2vpn-atom-vc-info[key=value]/lb-flow-class,Cisco-IOS-XE-l2vpn-oper
N/A,N/A,/l2vpn-oper-data/l2vpn-atom-vc-info[key=value]/service-info/service-name,Cisco-IOS-XE-l2vpn-oper
N/A,N/A,/l2vpn-oper-data/l2vpn-atom-vc-info[key=value]/service-info/service-id,Cisco-IOS-XE-l2vpn-oper
N/A,N/A,/l2vpn-oper-data/l2vpn-atom-vc-info[key=value]/service-info/vpws-info/assoc-member-if,Cisco-IOS-XE-l2vpn-oper
N/A,N/A,/l2vpn-oper-data/l2vpn-atom-vc-info[key=value]/service-info/vpws-info/group-name,Cisco-IOS-XE-l2vpn-oper
N/A,N/A,/l2vpn-oper-data/l2vpn-atom-vc-info[key=value]/service-info/vpws-info/status,Cisco-IOS-XE-l2vpn-oper
N/A,N/A,/l2vpn-oper-data/l2vpn-atom-vc-info[key=value]/service-info/vpws-info/iw-type,Cisco-IOS-XE-l2vpn-oper
N/A,N/A,/l2vpn-oper-data/l2vpn-atom-vc-info[key=value]/service-info/vpls-info/bd-id,Cisco-IOS-XE-l2vpn-oper
N/A,N/A,/l2vpn-oper-data/l2vpn-atom-vc-info[key=value]/signalling-proto,Cisco-IOS-XE-l2vpn-oper
N/A,N/A,/l2vpn-oper-data/l2vpn-atom-vc-info[key=value]/signalling-info/ldp-route-watch,Cisco-IOS-XE-l2vpn-oper
N/A,N/A,/l2vpn-oper-data/l2vpn-atom-vc-info[key=value]/signalling-info/label-state,Cisco-IOS-XE-l2vpn-oper
N/A,N/A,/l2vpn-oper-data/l2vpn-atom-vc-info[key=value]/signalling-info/fsm-state,Cisco-IOS-XE-l2vpn-oper
N/A,N/A,/l2vpn-oper-data/l2vpn-atom-vc-info[key=value]/signalling-info/local-dp-status-rcv,Cisco-IOS-XE-l2vpn-oper
N/A,N/A,/l2vpn-oper-data/l2vpn-atom-vc-info[key=value]/signalling-info/bfd-dp-status-rcv,Cisco-IOS-XE-l2vpn-oper
N/A,N/A,/l2vpn-oper-data/l2vpn-atom-vc-info[key=value]/signalling-info/bfd-dp-pm-status-rcv,Cisco-IOS-XE-l2vpn-oper
N/A,N/A,/l2vpn-oper-data/l2vpn-atom-vc-info[key=value]/signalling-info/status-rcv-ac,Cisco-IOS-XE-l2vpn-oper
N/A,N/A,/l2vpn-oper-data/l2vpn-atom-vc-info[key=value]/signalling-info/status-sent-ac,Cisco-IOS-XE-l2vpn-oper
N/A,N/A,/l2vpn-oper-data/l2vpn-atom-vc-info[key=value]/signalling-info/status-rcv-pw,Cisco-IOS-XE-l2vpn-oper
N/A,N/A,/l2vpn-oper-data/l2vpn-atom-vc-info[key=value]/signalling-info/status-sent-nw-peer,Cisco-IOS-XE-l2vpn-oper
N/A,N/A,/l2vpn-oper-data/l2vpn-atom-vc-info[key=value]/signalling-info/status-rcv-nw-peer,Cisco-IOS-XE-l2vpn-oper
N/A,N/A,/l2vpn-oper-data/l2vpn-atom-vc-info[key=value]/signalling-info/adj-status-remote-peer,Cisco-IOS-XE-l2vpn-oper
N/A,N/A,/l2vpn-oper-data/l2vpn-atom-vc-info[key=value]/signalling-info/ldp-info/tgt-hello-src,Cisco-IOS-XE-l2vpn-oper
N/A,N/A,/l2vpn-oper-data/l2vpn-atom-vc-info[key=value]/signalling-info/ldp-info/tgt-hello-dest,Cisco-IOS-XE-l2vpn-oper
N/A,N/A,/l2vpn-oper-data/l2vpn-atom-vc-info[key=value]/signalling-info/ldp-info/status,Cisco-IOS-XE-l2vpn-oper
N/A,N/A,/l2vpn-oper-data/l2vpn-atom-vc-info[key=value]/signalling-info/ldp-info/gr-config,Cisco-IOS-XE-l2vpn-oper
N/A,N/A,/l2vpn-oper-data/l2vpn-atom-vc-info[key=value]/signalling-info/ldp-info/gr,Cisco-IOS-XE-l2vpn-oper
N/A,N/A,/l2vpn-oper-data/l2vpn-atom-vc-info[key=value]/signalling-info/ldp-info/nsr-config,Cisco-IOS-XE-l2vpn-oper
N/A,N/A,/l2vpn-oper-data/l2vpn-atom-vc-info[key=value]/signalling-info/ldp-info/nsr,Cisco-IOS-XE-l2vpn-oper
N/A,N/A,/l2vpn-oper-data/l2vpn-atom-vc-info[key=value]/signalling-info/ldp-info/fec-type,Cisco-IOS-XE-l2vpn-oper
N/A,N/A,/l2vpn-oper-data/l2vpn-atom-vc-info[key=value]/signalling-info/bgp-info/local-ve-id,Cisco-IOS-XE-l2vpn-oper
N/A,N/A,/l2vpn-oper-data/l2vpn-atom-vc-info[key=value]/signalling-info/bgp-info/remote-ve-id,Cisco-IOS-XE-l2vpn-oper
N/A,N/A,/l2vpn-oper-data/l2vpn-atom-vc-info[key=value]/rx-sequence,Cisco-IOS-XE-l2vpn-oper
N/A,N/A,/l2vpn-oper-data/l2vpn-atom-vc-info[key=value]/tx-sequence,Cisco-IOS-XE-l2vpn-oper
N/A,N/A,/l2vpn-oper-data/l2vpn-atom-vc-info[key=value]/pw-binding-data/local-binding/if-name,Cisco-IOS-XE-l2vpn-oper
N/A,N/A,/l2vpn-oper-data/l2vpn-atom-vc-info[key=value]/pw-binding-data/local-binding/cw-auto-sense,Cisco-IOS-XE-l2vpn-oper
N/A,N/A,/l2vpn-oper-data/l2vpn-atom-vc-info[key=value]/pw-binding-data/local-binding/vc-type,Cisco-IOS-XE-l2vpn-oper
N/A,N/A,/l2vpn-oper-data/l2vpn-atom-vc-info[key=value]/pw-binding-data/local-binding/vccv-cv-type,Cisco-IOS-XE-l2vpn-oper
N/A,N/A,/l2vpn-oper-data/l2vpn-atom-vc-info[key=value]/pw-binding-data/local-binding/vccv-cc-type,Cisco-IOS-XE-l2vpn-oper
N/A,N/A,/l2vpn-oper-data/l2vpn-atom-vc-info[key=value]/pw-binding-data/local-binding/status-tlv,Cisco-IOS-XE-l2vpn-oper
N/A,N/A,/l2vpn-oper-data/l2vpn-atom-vc-info[key=value]/pw-binding-data/remote-binding/cw-auto-sense,Cisco-IOS-XE-l2vpn-oper
N/A,N/A,/l2vpn-oper-data/l2vpn-atom-vc-info[key=value]/pw-binding-data/remote-binding/vc-type,Cisco-IOS-XE-l2vpn-oper
N/A,N/A,/l2vpn-oper-data/l2vpn-atom-vc-info[key=value]/pw-binding-data/remote-binding/vccv-cv-type,Cisco-IOS-XE-l2vpn-oper
N/A,N/A,/l2vpn-oper-data/l2vpn-atom-vc-info[key=value]/pw-binding-data/remote-binding/vccv-cc-type,Cisco-IOS-XE-l2vpn-oper
N/A,N/A,/l2vpn-oper-data/l2vpn-atom-vc-info[key=value]/pw-binding-data/remote-binding/status-tlv,Cisco-IOS-XE-l2vpn-oper
N/A,N/A,/l2vpn-oper-data/l2vpn-atom-vc-info[key=value]/dataplane-data/segment-id,Cisco-IOS-XE-l2vpn-oper
N/A,N/A,/l2vpn-oper-data/l2vpn-atom-vc-info[key=value]/dataplane-data/switch-id,Cisco-IOS-XE-l2vpn-oper
N/A,N/A,/l2vpn-oper-data/l2vpn-atom-vc-info[key=value]/dataplane-data/pwid,Cisco-IOS-XE-l2vpn-oper
N/A,N/A,/l2vpn-oper-data/l2vpn-atom-vc-info[key=value]/vc-stats/rx-pkts,Cisco-IOS-XE-l2vpn-oper
N/A,N/A,/l2vpn-oper-data/l2vpn-atom-vc-info[key=value]/vc-stats/rx-bytes,Cisco-IOS-XE-l2vpn-oper
N/A,N/A,/l2vpn-oper-data/l2vpn-atom-vc-info[key=value]/vc-stats/rx-drops,Cisco-IOS-XE-l2vpn-oper
N/A,N/A,/l2vpn-oper-data/l2vpn-atom-vc-info[key=value]/vc-stats/seq-err-pkts,Cisco-IOS-XE-l2vpn-oper
N/A,N/A,/l2vpn-oper-data/l2vpn-atom-vc-info[key=value]/vc-stats/tx-pkts,Cisco-IOS-XE-l2vpn-oper
N/A,N/A,/l2vpn-oper-data/l2vpn-atom-vc-info[key=value]/vc-stats/tx-bytes,Cisco-IOS-XE-l2vpn-oper
N/A,N/A,/l2vpn-oper-data/l2vpn-atom-vc-info[key=value]/vc-stats/tx-drops,Cisco-IOS-XE-l2vpn-oper
N/A,N/A,/l2vpn-oper-data/l2vpn-atom-vc-info[key=value]/vc-stats/mwc-tx,Cisco-IOS-XE-l2vpn-oper
N/A,N/A,/l2vpn-oper-data/l2vpn-atom-vc-info[key=value]/vc-stats/mwc-rx,Cisco-IOS-XE-l2vpn-oper
.iso.org.dod.internet.private.enterprises.cisco.ciscoExperiment.ciscoIetfBfdMIB.ciscoBfdObjects.ciscoBfdSessTable.ciscoBfdSessEntry.ciscoBfdSessDiscriminator.<>,/bfd-state/sessions/session[key=value]/bfd-nbrs/bfd-nbr[key=value]/ld,Cisco-IOS-XE-bfd-oper
.iso.org.dod.internet.private.enterprises.cisco.ciscoExperiment.ciscoIetfBfdMIB.ciscoBfdObjects.ciscoBfdSessTable.ciscoBfdSessEntry.ciscoBfdSessRemoteDiscr.<>,/bfd-state/sessions/session[key=value]/bfd-nbrs/bfd-nbr[key=value]/rd,Cisco-IOS-XE-bfd-oper
.iso.org.dod.internet.private.enterprises.cisco.ciscoExperiment.ciscoIetfBfdMIB.ciscoBfdObjects.ciscoBfdSessTable.ciscoBfdSessEntry.ciscoBfdSessState.<>,/bfd-state/sessions/session[key=value]/bfd-nbrs/bfd-nbr[key=value]/state,Cisco-IOS-XE-bfd-oper
.iso.org.dod.internet.private.enterprises.cisco.ciscoExperiment.ciscoIetfBfdMIB.ciscoBfdObjects.ciscoBfdSessTable.ciscoBfdSessEntry.ciscoBfdSessAddr.<>,/bfd-state/bfd-if[key=value]/bfd-peer[key=value]/peer/local-addr,Cisco-IOS-XE-bfd-oper
.iso.org.dod.internet.private.enterprises.cisco.ciscoExperiment.ciscoIetfBfdMIB.ciscoBfdObjects.ciscoBfdSessTable.ciscoBfdSessEntry.ciscoBfdSessDesiredMinTxInterval.<>,/bfd-state/sessions/session[key=value]/bfd-nbrs/bfd-nbr[key=value]/local-min-tx-int,Cisco-IOS-XE-bfd-oper
.iso.org.dod.internet.private.enterprises.cisco.ciscoExperiment.ciscoIetfBfdMIB.ciscoBfdObjects.ciscoBfdSessTable.ciscoBfdSessEntry.ciscoBfdSessReqMinRxInterval.<>,/bfd-state/sessions/session[key=value]/bfd-nbrs/bfd-nbr[key=value]/local-min-rx-int,Cisco-IOS-XE-bfd-oper
.iso.org.dod.internet.private.enterprises.cisco.ciscoExperiment.ciscoIetfBfdMIB.ciscoBfdObjects.ciscoBfdSessTable.ciscoBfdSessEntry.ciscoBfdSessDetectMult.<>,/bfd-state/sessions/session[key=value]/bfd-nbrs/bfd-nbr[key=value]/local-multiplier,Cisco-IOS-XE-bfd-oper
.iso.org.dod.internet.private.enterprises.cisco.ciscoExperiment.ciscoIetfBfdMIB.ciscoBfdObjects.ciscoBfdSessTable.ciscoBfdSessEntry.ciscoBfdSessDemandModeDesiredFlag,.1.3.6.1.4.1.9.10.137.1.2.1.10,/bfd-state/bfd-if[key=value]/bfd-peer[key=value]/peer/demand-mode-req,Cisco-IOS-XE-bfd-oper
.iso.org.dod.internet.private.enterprises.cisco.ciscoExperiment.ciscoIetfBfdMIB.ciscoBfdObjects.ciscoBfdSessTable.ciscoBfdSessEntry.ciscoBfdSessAuthPresFlag,.1.3.6.1.4.1.9.10.137.1.2.1.21,/bfd-state/bfd-if[key=value]/bfd-peer[key=value]/peer/rem-auth-enabled,Cisco-IOS-XE-bfd-oper
.iso.org.dod.internet.private.enterprises.cisco.ciscoExperiment.ciscoIetfBfdMIB.ciscoBfdObjects.ciscoBfdSessPerfTable.ciscoBfdSessPerfEntry.ciscoBfdSessPerfSessUpCount,.1.3.6.1.4.1.9.10.137.1.3.1.6,/bfd-state/bfd-if[key=value]/bfd-peer[key=value]/peer/async/up-trans,Cisco-IOS-XE-bfd-oper
.iso.org.dod.internet.private.enterprises.cisco.ciscoExperiment.ciscoIetfBfdMIB.ciscoBfdObjects.ciscoBfdSessPerfTable.ciscoBfdSessPerfEntry.ciscoBfdSessPerfPktOut,.1.3.6.1.4.1.9.10.137.1.3.1.2,/bfd-state/bfd-if[key=value]/bfd-peer[key=value]/peer/async/tx-packets,Cisco-IOS-XE-bfd-oper
.iso.org.dod.internet.private.enterprises.cisco.ciscoExperiment.ciscoIetfBfdMIB.ciscoBfdObjects.ciscoBfdSessPerfTable.ciscoBfdSessPerfEntry.ciscoBfdSessPerfPktIn,.1.3.6.1.4.1.9.10.137.1.3.1.1,/bfd-state/bfd-if[key=value]/bfd-peer[key=value]/peer/async/rx-packets,Cisco-IOS-XE-bfd-oper
.iso.org.dod.internet.private.enterprises.cisco.ciscoMgmt.ciscoCdpMIB.ciscoCdpMIBObjects.cdpCache.cdpCacheTable.cdpCacheEntry.cdpCacheAddress.<>,.1.3.6.1.4.1.9.9.23.1.2.1.1.4.<>,/cdp-neighbor-details/cdp-neighbor-detail[key=value]/ip-address,Cisco-IOS-XE-cdp-oper
.iso.org.dod.internet.private.enterprises.cisco.ciscoMgmt.ciscoCdpMIB.ciscoCdpMIBObjects.cdpCache.cdpCacheTable.cdpCacheEntry.cdpCacheVersion.<>,.1.3.6.1.4.1.9.9.23.1.2.1.1.5.<>,/cdp-neighbor-details/cdp-neighbor-detail[key=value]/version,Cisco-IOS-XE-cdp-oper
.iso.org.dod.internet.private.enterprises.cisco.ciscoMgmt.ciscoCdpMIB.ciscoCdpMIBObjects.cdpCache.cdpCacheTable.cdpCacheEntry.cdpCacheDeviceId.<>,.1.3.6.1.4.1.9.9.23.1.2.1.1.6.<>,/cdp-neighbor-details/cdp-neighbor-detail[key=value]/device-name,Cisco-IOS-XE-cdp-oper
.iso.org.dod.internet.private.enterprises.cisco.ciscoMgmt.ciscoCdpMIB.ciscoCdpMIBObjects.cdpCache.cdpCacheTable.cdpCacheEntry.cdpCacheDevicePort.<>,.1.3.6.1.4.1.9.9.23.1.2.1.1.7.<>,/cdp-neighbor-details/cdp-neighbor-detail[key=value]/port-id,Cisco-IOS-XE-cdp-oper
.iso.org.dod.internet.private.enterprises.cisco.ciscoMgmt.ciscoCdpMIB.ciscoCdpMIBObjects.cdpCache.cdpCacheTable.cdpCacheEntry.cdpCachePlatform.<>,.1.3.6.1.4.1.9.9.23.1.2.1.1.8.<>,/cdp-neighbor-details/cdp-neighbor-detail[key=value]/platform-name,Cisco-IOS-XE-cdp-oper
.iso.org.dod.internet.private.enterprises.cisco.ciscoMgmt.ciscoCdpMIB.ciscoCdpMIBObjects.cdpCache.cdpCacheTable.cdpCacheEntry.cdpCacheCapabilities.<>,.1.3.6.1.4.1.9.9.23.1.2.1.1.9.<>,/cdp-neighbor-details/cdp-neighbor-detail[key=value]/capability,Cisco-IOS-XE-cdp-oper
.iso.org.dod.internet.private.enterprises.cisco.ciscoMgmt.ciscoCdpMIB.ciscoCdpMIBObjects.cdpCache.cdpCacheTable.cdpCacheEntry.cdpCacheVTPMgmtDomain.<>,.1.3.6.1.4.1.9.9.23.1.2.1.1.10.<>,/cdp-neighbor-details/cdp-neighbor-detail[key=value]/vty-mgmt-domain,Cisco-IOS-XE-cdp-oper
.iso.org.dod.internet.private.enterprises.cisco.ciscoMgmt.ciscoCdpMIB.ciscoCdpMIBObjects.cdpCache.cdpCacheTable.cdpCacheEntry.cdpCacheNativeVLAN.<>,.1.3.6.1.4.1.9.9.23.1.2.1.1.11.<>,/cdp-neighbor-details/cdp-neighbor-detail[key=value]/native-vlan,Cisco-IOS-XE-cdp-oper
.iso.org.dod.internet.private.enterprises.cisco.ciscoMgmt.ciscoCdpMIB.ciscoCdpMIBObjects.cdpCache.cdpCacheTable.cdpCacheEntry.cdpCacheDuplex.<>,.1.3.6.1.4.1.9.9.23.1.2.1.1.12.<>,/cdp-neighbor-details/cdp-neighbor-detail[key=value]/duplex,Cisco-IOS-XE-cdp-oper
N/A,N/A,/cdp-neighbor-details/cdp-neighbor-detail[key=value]/device-id,Cisco-IOS-XE-cdp-oper
N/A,N/A,/cdp-neighbor-details/cdp-neighbor-detail[key=value]/local-intf-name,Cisco-IOS-XE-cdp-oper
N/A,N/A,/cdp-neighbor-details/cdp-neighbor-detail[key=value]/adv-version,Cisco-IOS-XE-cdp-oper
N/A,N/A,/cdp-neighbor-details/cdp-neighbor-detail[key=value]/hello-message/oui,Cisco-IOS-XE-cdp-oper
N/A,N/A,/cdp-neighbor-details/cdp-neighbor-detail[key=value]/hello-message/protocol-id,Cisco-IOS-XE-cdp-oper
